Willingness to Try Exotic Foods,Importance of Food Presentation,Value for Money in Meals,Preference for Gourmet Restaurants,Interest in Nutritional Content,Frequency of Eating Home-Cooked Meals,Desire for New Culinary Experiences,Preference for Organic or Diet-Specific Foods,Enjoyment of Traditional or Familiar Foods,Willingness to Spend on High-Quality Ingredients,personality,username
4,5,5,1,2,3.0,1,2,3,5,Comfort Food Lover,dw4l38F3a9
3,4,2,3,3,3.0,1,4,5,3,Comfort Food Lover,dnbT4C6Fqy
1,4,4,1,1,5.0,1,4,2,1,Comfort Food Lover,1RICgoHLP9
4,1,5,4,4,5.0,3,4,5,1,Comfort Food Lover,fjpr8x5do5
1,5,2,3,2,5.0,1,1,5,5,Comfort Food Lover,USfB3Hu9KR
1,4,2,1,2,5.0,1,2,5,4,Comfort Food Lover,MkiNMGDFo7
5,4,5,2,4,5.0,4,3,3,2,Comfort Food Lover,cUL9mIERKt
1,4,4,5,1,2.0,1,5,5,3,Comfort Food Lover,SStpPYBIam
4,1,3,1,2,5.0,3,4,5,1,Comfort Food Lover,ZjX56cm6cS
4,1,3,2,5,5.0,1,4,4,4,Comfort Food Lover,jfWEfJ9WU6
3,1,5,1,1,4.0,1,4,3,2,Comfort Food Lover,kSxWVoU9KI
4,1,5,1,5,5.0,4,4,4,2,Comfort Food Lover,3RufQWNGAf
5,1,2,4,3,4.0,1,2,5,1,Comfort Food Lover,9sbuG3JTVx
1,4,4,2,3,5.0,1,4,3,1,Comfort Food Lover,EKMl4aEbrW
3,2,3,1,2,5.0,1,2,3,2,Comfort Food Lover,Av7TZMOVtj
1,1,5,1,2,3.0,1,2,3,2,Comfort Food Lover,vbsyycXl9P
4,5,5,3,4,5.0,1,4,5,5,Comfort Food Lover,GjUabLuY01
2,1,1,4,4,3.0,2,5,2,4,Comfort Food Lover,RpS2enlZOW
1,2,3,1,5,5.0,1,2,4,2,Comfort Food Lover,S1EC6wNg7u
1,3,1,1,3,2.0,1,3,2,4,Comfort Food Lover,gTLg3wPC5P
1,1,1,2,1,5.0,1,3,3,3,Comfort Food Lover,M4yF2c3lV4
2,1,5,5,2,4.0,1,5,3,1,Comfort Food Lover,5Ob3vKqTD8
2,2,2,5,2,3.0,3,1,5,1,Comfort Food Lover,ZNQEPrShRh
1,3,4,1,3,3.0,1,1,2,4,Comfort Food Lover,To4G4aPuaO
1,2,2,1,2,5.0,3,5,5,5,Comfort Food Lover,QePX8a6qvf
3,4,5,3,1,2.0,1,2,5,1,Comfort Food Lover,lxqYIrcyx7
4,2,5,4,2,5.0,3,5,5,1,Comfort Food Lover,49oyMZXfo8
1,1,5,2,1,5.0,1,1,3,1,Comfort Food Lover,oIeOmcRI7Z
2,1,2,3,4,5.0,1,1,3,1,Comfort Food Lover,7qpxeFQsdN
1,5,3,1,2,5.0,1,2,3,4,Comfort Food Lover,2P65u9Zu0g
1,4,5,2,1,5.0,1,3,5,4,Comfort Food Lover,0ypF8QgdJc
3,1,4,2,1,3.0,2,4,5,1,Comfort Food Lover,XkExB4Kaew
1,4,2,1,1,5.0,2,5,2,1,Comfort Food Lover,xHZIQmAIqx
1,1,5,2,1,5.0,2,1,3,4,Comfort Food Lover,Oz3q3wNn2y
3,1,3,1,4,5.0,1,2,5,1,Comfort Food Lover,gWQwEdIQJe
5,3,1,3,3,5.0,1,5,5,1,Comfort Food Lover,zj69Kj2Cej
1,1,5,1,1,3.0,3,5,2,1,Comfort Food Lover,IA7DLn6BPm
3,2,5,1,2,5.0,3,1,5,5,Comfort Food Lover,AXKDAHwaSD
1,4,1,1,4,5.0,3,3,3,3,Comfort Food Lover,3cWLK7dFEy
1,1,2,2,3,5.0,2,2,5,4,Comfort Food Lover,SYazdmZVMQ
1,1,2,1,4,3.0,3,2,2,1,Comfort Food Lover,pOXEH0uk66
1,2,5,1,5,3.0,1,2,5,2,Comfort Food Lover,L7IkjdEHpJ
1,2,5,4,1,5.0,3,2,4,4,Comfort Food Lover,AGaF4GZ7NR
2,5,3,1,1,4.0,1,4,3,5,Comfort Food Lover,8eXNukPwjK
1,1,2,1,3,3.0,1,3,5,1,Comfort Food Lover,dqAqe6Usrd
1,1,3,1,2,3.0,4,5,5,2,Comfort Food Lover,7szsZd1ucg
4,4,5,3,4,5.0,4,4,5,5,Comfort Food Lover,QPThcce3xH
4,4,2,5,4,5.0,3,3,5,3,Comfort Food Lover,n20b9IpP2G
4,1,5,1,2,4.0,1,2,5,5,Comfort Food Lover,GBKtyjUYwm
1,4,2,4,2,3.0,1,5,3,5,Comfort Food Lover,6KdbnT84rj
1,1,4,1,3,2.0,1,3,5,4,Comfort Food Lover,gcfSIQLi0O
1,1,3,3,4,5.0,3,2,5,2,Comfort Food Lover,KevCsoOkIk
5,2,2,1,4,5.0,4,5,3,1,Comfort Food Lover,msu4dXljU3
1,4,5,2,1,2.0,3,3,2,1,Comfort Food Lover,v0Bpdp54hv
2,3,5,1,1,2.0,1,1,5,1,Comfort Food Lover,WSJf1lePn4
5,5,5,5,2,3.0,1,5,3,5,Comfort Food Lover,GYe3C6o6LV
4,5,5,5,2,5.0,4,5,5,1,Comfort Food Lover,jucYUP6jCD
1,1,5,2,4,5.0,4,3,5,4,Comfort Food Lover,Wq82hzkJqP
2,1,3,1,1,3.0,1,5,3,1,Comfort Food Lover,41Q3YEKh3r
2,2,5,2,2,5.0,1,3,5,5,Comfort Food Lover,ld3XAkMkWE
5,1,2,2,1,5.0,3,2,2,4,Comfort Food Lover,Nud8DWMnLE
4,2,5,2,2,3.0,3,5,2,5,Comfort Food Lover,vG37ln8Hsc
4,4,5,1,4,5.0,3,1,5,2,Comfort Food Lover,P49e7QVg2o
3,1,1,1,1,5.0,2,4,2,1,Comfort Food Lover,EKG4qRJz03
2,4,5,5,1,5.0,1,1,3,4,Comfort Food Lover,56XOyhdHpC
4,5,2,1,4,3.0,1,3,3,5,Comfort Food Lover,SJ5fwknlRv
5,1,5,5,4,5.0,4,5,3,1,Comfort Food Lover,2RvDX7PDiJ
3,5,5,5,5,4.0,4,4,4,5,Comfort Food Lover,7fM7voAOoK
3,1,4,1,1,5.0,1,1,2,1,Comfort Food Lover,jdz9wKAJGo
5,5,2,2,1,5.0,1,2,4,4,Comfort Food Lover,4NTLQOmVqS
2,1,5,5,1,5.0,3,3,3,4,Comfort Food Lover,H0xefVZyXr
1,3,1,1,3,5.0,1,5,5,1,Comfort Food Lover,vvTgk7axnN
2,1,2,2,1,2.0,3,1,5,3,Comfort Food Lover,NUV0Ui4ixG
1,3,1,2,1,5.0,1,1,5,1,Comfort Food Lover,ph0kkhrhkT
1,4,5,4,2,5.0,3,5,5,5,Comfort Food Lover,hcr2w5YcTY
1,1,2,1,4,3.0,2,1,5,3,Comfort Food Lover,h3ReTgcrzl
4,4,4,5,3,5.0,1,3,5,1,Comfort Food Lover,WNIHITH9e7
3,5,3,4,4,4.0,4,4,5,1,Comfort Food Lover,FIND74KuO5
3,4,5,1,3,3.0,1,4,5,1,Comfort Food Lover,2MVXXSBQKE
1,1,5,1,5,4.0,4,1,5,1,Comfort Food Lover,gw9Xf2LoRZ
1,5,2,1,1,3.0,4,2,5,5,Comfort Food Lover,jHjjCsk7Ga
1,4,5,4,3,2.0,1,5,2,1,Comfort Food Lover,TJhIFzYXkK
1,4,5,4,4,4.0,1,1,5,4,Comfort Food Lover,dB9Wm0X8i7
4,1,1,4,3,5.0,1,5,5,1,Comfort Food Lover,Ub0jpNwtdg
3,1,2,3,4,5.0,1,1,5,1,Comfort Food Lover,Ewup2yHZjp
3,1,2,2,2,5.0,1,2,3,4,Comfort Food Lover,ZFzj6C8L2l
1,3,1,3,1,5.0,3,3,5,4,Comfort Food Lover,iOGvAGdnqx
3,4,5,1,4,3.0,1,4,3,5,Comfort Food Lover,saoDFCsVnb
1,2,3,3,5,4.0,4,4,5,2,Comfort Food Lover,jqiZyotKDk
2,1,5,4,3,5.0,1,4,3,5,Comfort Food Lover,HEluXXIHLx
1,1,2,1,1,3.0,3,3,5,4,Comfort Food Lover,ZE8llWl6rq
1,2,5,1,4,3.0,4,1,3,5,Comfort Food Lover,UHYUfLSVDe
5,3,1,2,4,3.0,1,4,5,4,Comfort Food Lover,TGgCsuzjlY
4,4,5,4,4,5.0,1,5,5,5,Comfort Food Lover,M5g6zyIxWK
1,4,2,1,3,2.0,2,1,5,3,Comfort Food Lover,YSolF5JnFS
1,5,5,3,5,5.0,3,1,4,2,Comfort Food Lover,4sByBD2ZRz
2,2,5,1,5,4.0,4,2,3,1,Comfort Food Lover,CBF8fzWdcr
5,1,5,1,2,4.0,1,2,5,2,Comfort Food Lover,rsAcrCpGF0
2,4,5,2,1,3.0,3,3,5,3,Comfort Food Lover,K9PTacH326
2,4,5,1,1,5.0,1,5,4,2,Comfort Food Lover,t09sWksop3
3,1,4,1,1,5.0,1,1,3,1,Comfort Food Lover,mMFE5DgaL2
5,4,5,3,5,4.0,4,5,5,4,Comfort Food Lover,9iBLW64p9I
2,1,3,4,2,3.0,1,3,5,1,Comfort Food Lover,19kTyNkVJP
1,1,4,2,4,2.0,3,5,2,3,Comfort Food Lover,ynHa3aidfV
1,1,4,2,1,5.0,1,3,2,1,Comfort Food Lover,t51Gsf9p4j
3,2,5,5,2,4.0,1,5,5,5,Comfort Food Lover,NecAjvmQpe
1,2,5,3,1,5.0,4,4,4,5,Comfort Food Lover,EtBBVz9DMH
5,1,2,5,5,4.0,1,3,4,4,Comfort Food Lover,1XJdnDlLzJ
3,3,4,3,3,3.0,1,4,3,4,Comfort Food Lover,p8rMhfLCAO
3,1,5,1,5,4.0,1,4,5,2,Comfort Food Lover,iqKS6blPCW
4,4,2,1,5,4.0,3,2,4,2,Comfort Food Lover,Qzp6vE45Dn
2,4,2,3,1,2.0,3,1,5,4,Comfort Food Lover,CfB8Ajd7dh
4,1,5,1,4,4.0,1,2,5,2,Comfort Food Lover,vUQwdDy2C0
1,2,5,1,2,5.0,3,4,5,2,Comfort Food Lover,hBZaj7eqvR
4,1,1,1,1,5.0,3,2,2,1,Comfort Food Lover,WHaL3E1xLh
1,4,2,1,1,5.0,2,1,5,4,Comfort Food Lover,ppE6DnJWou
3,3,4,1,1,2.0,2,1,5,1,Comfort Food Lover,eU4l73ue3F
1,3,5,3,1,5.0,1,1,5,1,Comfort Food Lover,cQxWKk7oH9
5,3,4,4,3,5.0,1,5,2,4,Comfort Food Lover,4jVXRwJTXz
4,3,5,5,4,2.0,2,3,5,5,Comfort Food Lover,0DkXpNHuh3
5,2,5,1,4,4.0,1,5,4,1,Comfort Food Lover,5giIF5pm2f
1,1,5,1,3,2.0,3,1,5,1,Comfort Food Lover,cwwlzMBK1S
1,1,1,1,1,2.0,2,1,2,1,Comfort Food Lover,x2w50bqNvX
2,3,1,1,1,3.0,1,5,3,1,Comfort Food Lover,08gCGjrf6f
1,4,3,3,1,5.0,2,3,5,4,Comfort Food Lover,7yy8R4cl7z
3,2,3,1,4,4.0,3,2,3,5,Comfort Food Lover,Qym61AfDUj
4,4,1,1,3,5.0,1,1,3,3,Comfort Food Lover,Ov6hAj7uj1
1,2,5,1,2,5.0,1,1,5,4,Comfort Food Lover,T52KChOEak
3,1,1,2,1,5.0,2,1,3,4,Comfort Food Lover,2vLUNxt9jU
1,3,5,1,1,2.0,1,1,5,4,Comfort Food Lover,3DLQ1eZnen
4,4,5,4,2,3.0,3,3,3,4,Comfort Food Lover,9r5nXrZpu7
1,4,3,3,1,3.0,3,1,5,5,Comfort Food Lover,I0wMBoM1I9
1,2,5,3,4,5.0,3,5,5,2,Comfort Food Lover,E2xmbppBq6
1,4,2,1,1,3.0,4,2,4,2,Comfort Food Lover,I5aJXjRQiP
1,4,3,3,4,5.0,1,5,5,5,Comfort Food Lover,VkEhLAeGac
2,5,5,1,1,5.0,1,3,3,1,Comfort Food Lover,e66LT6UmQo
2,5,5,4,5,5.0,4,2,3,4,Comfort Food Lover,iMrnXfMxJS
1,1,3,1,1,5.0,3,1,5,4,Comfort Food Lover,sIe0rURFZg
3,1,3,3,4,4.0,1,1,4,1,Comfort Food Lover,2460HuWVIj
4,2,5,1,4,4.0,1,2,3,4,Comfort Food Lover,JSRMQYAFdT
1,3,1,2,1,5.0,1,3,2,1,Comfort Food Lover,HEQUmaMDtc
1,5,3,4,4,3.0,1,1,4,4,Comfort Food Lover,5WyfaCbrGO
4,4,4,3,1,5.0,1,2,2,4,Comfort Food Lover,8fuI3WEM6u
2,4,2,3,4,5.0,1,5,5,5,Comfort Food Lover,Amp7SmOcw7
2,5,3,1,2,5.0,4,5,5,5,Comfort Food Lover,PYl3OmGdoT
1,1,5,2,1,2.0,1,3,5,1,Comfort Food Lover,7SfvSbnRcr
2,4,5,3,2,2.0,2,3,3,1,Comfort Food Lover,V0lry6LYwT
1,3,5,5,4,5.0,4,3,2,4,Comfort Food Lover,fqML3RjVQM
3,1,2,1,4,5.0,2,1,5,1,Comfort Food Lover,AcTdd6uUwT
1,1,1,5,3,5.0,1,5,3,3,Comfort Food Lover,VKrR1xW8An
5,1,1,1,1,5.0,1,2,5,4,Comfort Food Lover,62g6gA1hAg
2,1,5,1,4,3.0,1,4,3,3,Comfort Food Lover,ZkZDOY2qHU
1,5,3,3,5,5.0,3,2,4,1,Comfort Food Lover,lfHvpEqTK3
1,1,4,4,2,5.0,3,1,3,1,Comfort Food Lover,4Yygf0pgeO
3,3,4,1,4,2.0,1,3,2,1,Comfort Food Lover,K0SeoAvsLU
3,1,3,4,5,5.0,4,2,5,5,Comfort Food Lover,uxmc5nLKI8
5,5,5,2,4,2.0,4,3,5,1,Comfort Food Lover,upDp9coBTG
2,2,5,4,2,5.0,3,2,4,5,Comfort Food Lover,qmHcXMZe7k
1,4,5,5,1,5.0,4,2,5,2,Comfort Food Lover,UDe2y5thGU
1,3,5,1,4,5.0,3,1,5,4,Comfort Food Lover,H7eilLWkAx
5,3,3,1,1,3.0,3,3,5,4,Comfort Food Lover,4FmzNEAexD
4,2,5,4,2,5.0,3,5,5,1,Comfort Food Lover,brm84T1eaV
1,4,1,2,4,2.0,1,4,5,1,Comfort Food Lover,0Y37teqxJW
1,4,2,4,2,5.0,1,5,3,5,Comfort Food Lover,L40wE0TFSy
1,1,5,4,2,3.0,3,1,3,1,Comfort Food Lover,J2wMeGDLs3
2,4,5,5,2,4.0,1,2,4,5,Comfort Food Lover,JmBMKap3PX
4,5,5,1,5,5.0,3,4,3,2,Comfort Food Lover,XxBTPYgAzb
1,2,5,1,2,5.0,1,4,4,5,Comfort Food Lover,NOZydydOYm
1,5,1,5,1,5.0,3,5,5,5,Comfort Food Lover,28ZWYTVewU
4,4,5,1,2,3.0,1,2,3,2,Comfort Food Lover,MqGy7DX1og
1,2,5,1,5,5.0,4,4,5,3,Comfort Food Lover,0NsHaQpdI2
2,5,2,1,4,3.0,4,3,3,3,Comfort Food Lover,nWXFH61Rzk
1,1,3,2,4,5.0,1,5,4,1,Comfort Food Lover,MqV6oOJemC
1,4,5,1,5,3.0,1,1,5,5,Comfort Food Lover,ArVkHEYnVp
3,5,5,2,5,3.0,3,2,5,1,Comfort Food Lover,MJD6Mr2SUX
1,4,2,1,4,5.0,1,5,4,2,Comfort Food Lover,J9ziXbyULa
1,3,1,2,4,5.0,1,4,3,1,Comfort Food Lover,qcgRSyqVtM
2,1,5,1,1,5.0,1,1,5,1,Comfort Food Lover,jmCqvUmkDP
2,1,4,5,1,5.0,1,1,2,1,Comfort Food Lover,PsaRHI1EB5
1,5,5,4,2,3.0,1,2,5,1,Comfort Food Lover,W4ZLlQLISq
3,3,5,3,1,5.0,3,4,2,3,Comfort Food Lover,QoVXf6vfin
1,5,5,4,5,3.0,1,2,5,4,Comfort Food Lover,g1tPhb6JOJ
4,2,5,3,2,5.0,1,2,5,1,Comfort Food Lover,bs3Cq9OkzJ
3,3,1,1,4,2.0,1,1,5,1,Comfort Food Lover,kQ9CsrewMx
1,4,5,1,4,5.0,3,1,3,1,Comfort Food Lover,28YAyDiYk9
1,5,5,4,2,5.0,1,5,5,1,Comfort Food Lover,v6Txetnd63
1,2,3,5,1,5.0,1,3,5,4,Comfort Food Lover,NOyA8oX8Me
2,1,5,2,1,3.0,1,1,2,4,Comfort Food Lover,ectfudhPvc
1,4,3,2,1,3.0,1,5,5,5,Comfort Food Lover,aaCG1asM1j
1,2,5,1,2,5.0,1,5,5,2,Comfort Food Lover,RjJeHdNVJ3
5,5,2,5,1,5.0,1,1,4,5,Comfort Food Lover,4BAnXxOzNx
1,5,5,3,2,3.0,4,2,5,5,Comfort Food Lover,0IpB3lOZcs
3,4,5,3,1,3.0,1,5,3,3,Comfort Food Lover,Wtc2Qfdj7R
2,3,5,2,3,2.0,1,1,2,3,Comfort Food Lover,jeYRmVvJW2
3,1,5,1,4,5.0,1,3,5,3,Comfort Food Lover,z9y5qkhl9s
1,1,2,3,1,5.0,2,1,5,5,Comfort Food Lover,DMZnvJ9lrm
1,1,2,3,4,3.0,4,5,3,4,Comfort Food Lover,KNmSwxPzh6
2,1,2,1,4,5.0,1,1,5,1,Comfort Food Lover,Zm9MgCyyr3
1,5,2,3,1,5.0,3,1,4,2,Comfort Food Lover,8wu0KZhzBF
1,2,2,3,4,5.0,1,1,5,1,Comfort Food Lover,rKOvQbtlBW
5,3,5,5,4,3.0,2,3,2,3,Comfort Food Lover,wvUEp4YDC8
5,4,2,2,1,5.0,1,1,3,4,Comfort Food Lover,E1JH7NTuOX
1,1,3,5,2,5.0,4,3,5,2,Comfort Food Lover,5OpQ4AZWRf
4,4,3,5,5,3.0,1,1,5,4,Comfort Food Lover,eKN2EX1y8o
2,4,5,1,3,5.0,1,4,3,3,Comfort Food Lover,68aHkudBpK
1,1,2,2,4,5.0,1,2,3,1,Comfort Food Lover,SEyxZGE1Uk
1,1,5,1,5,5.0,4,4,5,5,Comfort Food Lover,F80SFfYOHW
4,4,2,5,4,4.0,1,2,5,5,Comfort Food Lover,jP1qn87RZj
2,1,2,3,1,5.0,3,4,3,1,Comfort Food Lover,4w0rvzosxT
1,1,4,2,1,2.0,3,1,3,1,Comfort Food Lover,Hl3JfkjWLW
1,4,5,2,2,5.0,1,3,3,1,Comfort Food Lover,4Hm2qRMEm7
1,1,5,4,1,2.0,1,3,2,1,Comfort Food Lover,IJbC34VxKv
5,1,3,2,1,5.0,1,5,3,5,Comfort Food Lover,HC9tlPA3nB
1,1,1,1,3,5.0,2,1,5,1,Comfort Food Lover,HSRGSZm5jY
1,5,5,4,4,4.0,1,2,5,5,Comfort Food Lover,vtYF67XnvI
4,4,5,1,5,3.0,3,1,4,2,Comfort Food Lover,0odcimhaLC
3,5,3,4,2,3.0,4,5,3,4,Comfort Food Lover,ZDYOVww4kt
1,5,2,4,4,3.0,1,2,5,3,Comfort Food Lover,lwk7YA9pcE
4,2,5,2,1,5.0,4,5,5,4,Comfort Food Lover,lSvTCYGFMS
3,4,4,1,4,3.0,3,1,3,1,Comfort Food Lover,py5D4rzQdO
3,5,3,1,2,5.0,3,3,4,5,Comfort Food Lover,j9jcURR3Ad
3,1,1,1,3,2.0,2,3,3,1,Comfort Food Lover,sRDNC1ZTXU
1,4,5,3,3,5.0,3,1,5,1,Comfort Food Lover,vV8U0GqUHF
4,1,1,5,1,5.0,1,5,5,4,Comfort Food Lover,zVE9HH2Hw0
1,1,2,3,1,2.0,1,1,3,4,Comfort Food Lover,4KmZ6nBV4G
1,1,5,1,1,5.0,4,1,3,1,Comfort Food Lover,ubwzjPOM37
1,2,2,1,4,5.0,4,5,4,1,Comfort Food Lover,nru6vyGug8
4,5,3,4,4,4.0,3,4,5,5,Comfort Food Lover,mCSeiqrOSB
2,1,2,1,1,3.0,1,2,5,1,Comfort Food Lover,ckzgwf4pEh
1,2,2,3,4,4.0,3,5,5,4,Comfort Food Lover,11kPQk722e
1,5,5,1,1,5.0,3,5,5,5,Comfort Food Lover,mUgAEWhfMd
1,4,5,1,2,3.0,1,2,5,1,Comfort Food Lover,pBoXUITiyy
1,1,2,1,1,3.0,1,3,3,1,Comfort Food Lover,FYBq0dzaAs
1,3,1,1,1,2.0,1,1,5,3,Comfort Food Lover,SQnviuejh7
2,1,3,1,4,4.0,1,5,5,2,Comfort Food Lover,ikRa9sLjOg
4,5,2,1,1,5.0,1,4,5,4,Comfort Food Lover,6tu76wjjKE
2,4,5,1,1,5.0,1,5,5,5,Comfort Food Lover,HHm2REGWqH
1,4,5,4,5,3.0,1,5,3,1,Comfort Food Lover,bValN99ant
2,1,5,1,4,5.0,3,1,2,4,Comfort Food Lover,5gLlATcSR6
4,4,2,1,4,4.0,3,4,3,5,Comfort Food Lover,CGCPzAbHzi
4,4,5,3,5,3.0,4,4,4,2,Comfort Food Lover,qfNKG1i2ba
3,5,5,1,5,4.0,1,1,4,1,Comfort Food Lover,wQOYDsCKk0
1,4,2,1,3,2.0,1,1,5,3,Comfort Food Lover,zcBMY9SiAZ
1,1,3,5,1,4.0,4,3,3,4,Comfort Food Lover,IHPPfueZXZ
3,2,3,1,1,3.0,4,5,5,2,Comfort Food Lover,JOBp9DcvDR
5,3,1,1,1,3.0,3,1,2,4,Comfort Food Lover,ToIdlGYP13
1,4,5,4,4,5.0,3,1,3,1,Comfort Food Lover,hm4iTjebIo
5,2,2,4,1,4.0,1,2,5,1,Comfort Food Lover,90k6VHoOUi
4,1,3,1,2,5.0,1,2,4,2,Comfort Food Lover,kBdTnBw5Vw
1,3,4,1,3,3.0,1,3,2,1,Comfort Food Lover,bHgiihVYZg
4,5,5,5,2,5.0,1,2,5,2,Comfort Food Lover,Qtk3DKYzb1
4,4,2,2,1,4.0,1,5,4,5,Comfort Food Lover,ZcIDMyCMKY
1,1,4,5,3,2.0,1,2,2,1,Comfort Food Lover,8oYUMae42j
5,4,5,4,2,5.0,4,2,3,4,Comfort Food Lover,VPhErG6Hak
5,3,5,4,1,5.0,1,5,2,4,Comfort Food Lover,GEofDbEX81
5,4,2,2,4,5.0,3,4,5,1,Comfort Food Lover,Ja9PJArt8p
4,1,5,1,2,5.0,3,2,5,1,Comfort Food Lover,l7QgFK0N0e
2,5,4,5,4,5.0,1,3,4,3,Comfort Food Lover,NIuBk79mVJ
5,1,5,4,2,3.0,3,2,4,4,Comfort Food Lover,yHW447Mfra
3,3,4,1,3,5.0,2,3,5,1,Comfort Food Lover,LeixRjzfa8
1,3,2,3,3,2.0,1,1,2,4,Comfort Food Lover,R9Cp7srEM3
4,1,5,3,4,3.0,4,5,3,5,Comfort Food Lover,gdmZoV5RYi
2,4,5,3,4,3.0,3,2,3,1,Comfort Food Lover,T6m2TSle1x
2,1,5,5,4,5.0,2,3,5,3,Comfort Food Lover,pjrOvPTu0J
2,1,4,4,1,5.0,1,5,5,1,Comfort Food Lover,hT0obENhIa
1,1,5,4,4,4.0,1,4,5,5,Comfort Food Lover,1k9japTGaE
1,5,2,1,2,5.0,3,4,4,4,Comfort Food Lover,1S77lwWO6W
2,1,5,2,5,5.0,1,5,5,2,Comfort Food Lover,8ebtrm4IIU
1,5,3,1,1,5.0,1,5,3,1,Comfort Food Lover,Y0iSqJD5AK
1,5,2,1,5,5.0,4,1,5,1,Comfort Food Lover,hvL6z7H1SN
2,3,2,2,3,3.0,2,5,5,1,Comfort Food Lover,f4N8stBuav
1,1,5,4,1,5.0,4,4,5,1,Comfort Food Lover,CeUpbM7qq0
1,1,5,3,4,5.0,1,2,5,2,Comfort Food Lover,hrQNLoddBw
3,4,2,1,4,2.0,3,1,3,1,Comfort Food Lover,kcAOLJQuDD
4,1,2,2,5,4.0,1,2,4,4,Comfort Food Lover,R0IUgHgewt
1,4,1,1,3,2.0,2,1,2,1,Comfort Food Lover,BGEIp1feBK
1,1,5,3,1,3.0,1,1,5,1,Comfort Food Lover,2QnCsAU9dM
1,2,2,1,4,3.0,3,4,5,5,Comfort Food Lover,fUEdAcag7q
2,4,2,2,4,4.0,1,4,5,3,Comfort Food Lover,djtI4BSU51
1,4,5,2,1,2.0,1,1,2,4,Comfort Food Lover,XoE4LB0bqw
4,4,5,1,2,5.0,4,2,5,4,Comfort Food Lover,KIS9QlaCVt
1,4,5,4,1,5.0,1,5,3,1,Comfort Food Lover,SEtsnU6i6e
4,1,4,3,4,5.0,1,5,2,1,Comfort Food Lover,CTFVdRiRbY
5,1,2,1,1,5.0,1,5,5,3,Comfort Food Lover,Qd46EIScgi
1,2,5,5,5,4.0,3,5,3,1,Comfort Food Lover,ccHipeMBOB
1,4,5,3,1,5.0,1,1,2,1,Comfort Food Lover,tYjJOu3WSF
2,4,5,1,2,5.0,1,3,5,1,Comfort Food Lover,DUDOPHCxcl
4,2,5,1,5,5.0,3,1,4,1,Comfort Food Lover,Hs7CcNWRDA
3,1,4,2,4,3.0,3,1,2,1,Comfort Food Lover,Adw8iB7B2p
1,4,3,1,1,5.0,1,4,5,5,Comfort Food Lover,NV92fcnRyy
4,5,5,2,1,5.0,1,5,5,4,Comfort Food Lover,dCNrijOg5R
2,1,5,1,5,4.0,1,5,5,2,Comfort Food Lover,XAr9DByyQo
2,3,2,3,1,5.0,1,1,3,4,Comfort Food Lover,GghV4XH2YR
1,1,5,5,1,5.0,3,4,3,5,Comfort Food Lover,yQLXtE4Qyf
4,5,3,2,2,5.0,4,5,5,5,Comfort Food Lover,vcEGTU7ldf
1,4,5,5,5,5.0,3,2,3,1,Comfort Food Lover,01pxIvsT6h
1,1,2,2,4,4.0,1,1,5,4,Comfort Food Lover,RY4RPQvr8N
3,1,1,3,5,5.0,2,1,4,4,Comfort Food Lover,RBUGctvZUb
2,1,5,5,4,5.0,1,2,5,4,Comfort Food Lover,hlYpfQt1JE
1,1,2,2,1,3.0,2,3,5,4,Comfort Food Lover,IBe0mPhOs1
1,5,3,1,2,4.0,3,1,3,1,Comfort Food Lover,yjKawBP3Mu
1,4,5,1,1,2.0,1,3,2,1,Comfort Food Lover,kNL3t2Kezw
4,2,5,1,1,5.0,4,4,3,1,Comfort Food Lover,mpWdWmSIeF
4,1,5,1,1,3.0,1,5,3,2,Comfort Food Lover,BPW70kOQ8N
4,2,5,1,4,4.0,3,4,3,2,Comfort Food Lover,mbZSJcj6cL
1,4,1,5,1,5.0,1,4,5,1,Comfort Food Lover,jwjuurhNjw
4,5,3,5,5,5.0,3,5,3,4,Comfort Food Lover,qkIIG620oL
2,1,5,1,1,3.0,2,3,3,1,Comfort Food Lover,FA6XagR40b
3,3,5,2,1,5.0,2,3,3,1,Comfort Food Lover,lGaD1Ws9gs
1,4,5,1,1,3.0,1,3,5,5,Comfort Food Lover,9pMjFrdUkM
1,4,5,1,2,4.0,3,4,5,1,Comfort Food Lover,A4rVVqfLbf
4,2,3,3,1,5.0,1,5,3,2,Comfort Food Lover,zJo077RqGq
1,1,2,1,4,5.0,1,5,3,5,Comfort Food Lover,fKHxemMZ35
3,1,3,4,4,3.0,4,1,5,1,Comfort Food Lover,PTdobeV6Qq
5,5,4,5,3,5.0,2,3,3,5,Comfort Food Lover,ppRYGBvSrS
2,3,4,3,4,5.0,2,5,5,1,Comfort Food Lover,wO4JsFY2Kl
1,1,1,1,3,2.0,1,5,2,1,Comfort Food Lover,Rh0Hud6S32
3,4,2,3,4,3.0,3,3,3,1,Comfort Food Lover,iMNbph554v
2,5,3,3,2,4.0,1,3,3,4,Comfort Food Lover,K9cAsex5Wy
1,2,3,1,5,5.0,1,2,4,4,Comfort Food Lover,bVhnnetQrB
3,4,5,1,4,3.0,3,4,4,2,Comfort Food Lover,1qeHWViktO
3,4,4,1,4,2.0,1,4,5,1,Comfort Food Lover,gihjBh0KJF
1,1,5,3,2,4.0,3,1,3,5,Comfort Food Lover,FnW1m9iqVN
3,4,5,3,1,5.0,1,3,5,1,Comfort Food Lover,xEsVSBYvbd
